light_id,x_coordinate,y_coordinate
supercalifragilisticexpealidigital:2-99,0,98
supercalifragilisticexpealidigital:2-100,0,99
supercalifragilisticexpealidigital:2-101,0,100
supercalifragilisticexpealidigital:2-102,0,101
supercalifragilisticexpealidigital:2-103,0,102
supercalifragilisticexpealidigital:2-104,0,103
supercalifragilisticexpealidigital:2-105,0,104
supercalifragilisticexpealidigital:2-106,0,105
supercalifragilisticexpealidigital:2-107,0,106
supercalifragilisticexpealidigital:2-108,0,107
supercalifragilisticexpealidigital:2-109,0,108
supercalifragilisticexpealidigital:2-110,0,109
supercalifragilisticexpealidigital:2-111,0,110
supercalifragilisticexpealidigital:2-112,0,111
supercalifragilisticexpealidigital:2-113,0,112
supercalifragilisticexpealidigital:2-114,0,113
supercalifragilisticexpealidigital:2-115,0,114
supercalifragilisticexpealidigital:2-116,0,115
supercalifragilisticexpealidigital:2-117,0,116
supercalifragilisticexpealidigital:2-118,0,117
supercalifragilisticexpealidigital:2-119,0,118
supercalifragilisticexpealidigital:2-120,0,119
supercalifragilisticexpealidigital:2-121,0,120
supercalifragilisticexpealidigital:2-122,0,121
supercalifragilisticexpealidigital:2-123,0,122
supercalifragilisticexpealidigital:2-124,0,123
supercalifragilisticexpealidigital:2-125,0,124
supercalifragilisticexpealidigital:2-126,0,125
supercalifragilisticexpealidigital:2-127,0,126
supercalifragilisticexpealidigital:2-128,0,127
supercalifragilisticexpealidigital:2-129,1,127
supercalifragilisticexpealidigital:2-130,2,127
supercalifragilisticexpealidigital:2-131,3,127
supercalifragilisticexpealidigital:2-132,4,127
supercalifragilisticexpealidigital:2-133,5,127
supercalifragilisticexpealidigital:2-134,6,127
supercalifragilisticexpealidigital:2-135,7,127
supercalifragilisticexpealidigital:2-136,8,127
supercalifragilisticexpealidigital:2-137,9,127
supercalifragilisticexpealidigital:2-138,10,127
supercalifragilisticexpealidigital:2-139,11,127
supercalifragilisticexpealidigital:2-140,12,127
supercalifragilisticexpealidigital:2-141,13,127
supercalifragilisticexpealidigital:2-142,14,127
supercalifragilisticexpealidigital:2-143,15,127
supercalifragilisticexpealidigital:2-144,16,127
supercalifragilisticexpealidigital:2-145,17,127
supercalifragilisticexpealidigital:2-146,18,127
supercalifragilisticexpealidigital:2-147,19,127
supercalifragilisticexpealidigital:2-148,20,127
supercalifragilisticexpealidigital:2-149,21,127
supercalifragilisticexpealidigital:2-150,22,127
supercalifragilisticexpealidigital:2-151,23,127
supercalifragilisticexpealidigital:2-152,24,127
supercalifragilisticexpealidigital:2-153,25,127
supercalifragilisticexpealidigital:2-154,26,127
supercalifragilisticexpealidigital:2-155,27,127
supercalifragilisticexpealidigital:2-156,28,127
supercalifragilisticexpealidigital:2-157,29,127
supercalifragilisticexpealidigital:2-158,30,127
supercalifragilisticexpealidigital:2-159,31,127
supercalifragilisticexpealidigital:2-160,32,127
supercalifragilisticexpealidigital:2-161,33,127
supercalifragilisticexpealidigital:2-162,34,127
supercalifragilisticexpealidigital:2-163,35,127
supercalifragilisticexpealidigital:2-164,36,127
supercalifragilisticexpealidigital:2-165,37,127
supercalifragilisticexpealidigital:2-166,38,127
supercalifragilisticexpealidigital:2-167,39,127
supercalifragilisticexpealidigital:2-168,40,127
supercalifragilisticexpealidigital:2-169,41,127
supercalifragilisticexpealidigital:2-170,42,127
supercalifragilisticexpealidigital:2-171,43,127
supercalifragilisticexpealidigital:2-172,44,127
supercalifragilisticexpealidigital:2-173,45,127
supercalifragilisticexpealidigital:2-174,46,127
supercalifragilisticexpealidigital:2-175,47,127
supercalifragilisticexpealidigital:2-176,48,127
supercalifragilisticexpealidigital:2-177,49,127
supercalifragilisticexpealidigital:2-178,50,127
supercalifragilisticexpealidigital:2-179,51,127
supercalifragilisticexpealidigital:2-180,52,127
supercalifragilisticexpealidigital:2-181,53,127
supercalifragilisticexpealidigital:2-182,54,127
supercalifragilisticexpealidigital:2-183,55,127
supercalifragilisticexpealidigital:2-184,56,127
supercalifragilisticexpealidigital:2-185,57,127
supercalifragilisticexpealidigital:2-186,58,127
supercalifragilisticexpealidigital:2-187,59,127
supercalifragilisticexpealidigital:2-188,60,127
supercalifragilisticexpealidigital:2-189,61,127
supercalifragilisticexpealidigital:2-190,62,127
supercalifragilisticexpealidigital:2-191,63,127
supercalifragilisticexpealidigital:2-192,64,127
supercalifragilisticexpealidigital:2-193,65,127
supercalifragilisticexpealidigital:2-194,66,127
supercalifragilisticexpealidigital:2-195,67,127
supercalifragilisticexpealidigital:2-196,68,127
supercalifragilisticexpealidigital:2-197,69,127
supercalifragilisticexpealidigital:2-198,70,127
supercalifragilisticexpealidigital:2-199,71,127
supercalifragilisticexpealidigital:2-200,72,127
supercalifragilisticexpealidigital:2-201,73,127
supercalifragilisticexpealidigital:2-202,74,127
supercalifragilisticexpealidigital:2-203,75,127
supercalifragilisticexpealidigital:2-204,76,127
supercalifragilisticexpealidigital:2-205,77,127
supercalifragilisticexpealidigital:2-206,78,127
supercalifragilisticexpealidigital:2-207,79,127
supercalifragilisticexpealidigital:2-208,80,127
supercalifragilisticexpealidigital:2-209,81,127
supercalifragilisticexpealidigital:2-210,82,127
supercalifragilisticexpealidigital:2-211,83,127
supercalifragilisticexpealidigital:2-212,84,127
supercalifragilisticexpealidigital:2-213,85,127
supercalifragilisticexpealidigital:2-214,86,127
supercalifragilisticexpealidigital:2-215,86.5,127
supercalifragilisticexpealidigital:2-216,86.5,126
supercalifragilisticexpealidigital:2-217,86.5,125
supercalifragilisticexpealidigital:2-218,86.5,124
supercalifragilisticexpealidigital:2-219,86.5,123
supercalifragilisticexpealidigital:2-220,86.5,122
supercalifragilisticexpealidigital:2-221,86.5,121
supercalifragilisticexpealidigital:2-222,86.5,120
supercalifragilisticexpealidigital:2-223,86.5,119
supercalifragilisticexpealidigital:2-224,86.5,118
supercalifragilisticexpealidigital:2-225,86.5,117
supercalifragilisticexpealidigital:2-226,86.5,116
supercalifragilisticexpealidigital:2-227,86.5,115
supercalifragilisticexpealidigital:2-228,86.5,114
supercalifragilisticexpealidigital:2-229,86.5,113
supercalifragilisticexpealidigital:2-230,86.5,112
supercalifragilisticexpealidigital:2-231,86.5,111
supercalifragilisticexpealidigital:2-232,86.5,110
supercalifragilisticexpealidigital:2-233,86.5,109
supercalifragilisticexpealidigital:2-234,86.5,108
supercalifragilisticexpealidigital:2-235,86.5,107
supercalifragilisticexpealidigital:2-236,86.5,106
supercalifragilisticexpealidigital:2-237,86.5,105
supercalifragilisticexpealidigital:2-238,86.5,104
supercalifragilisticexpealidigital:2-239,86.5,103
supercalifragilisticexpealidigital:2-240,86.5,102
supercalifragilisticexpealidigital:2-241,86.5,101
supercalifragilisticexpealidigital:2-242,86.5,100
supercalifragilisticexpealidigital:2-243,86.5,99
supercalifragilisticexpealidigital:2-244,86.5,98
supercalifragilisticexpealidigital:2-245,86.5,97
supercalifragilisticexpealidigital:2-246,86.5,96
supercalifragilisticexpealidigital:2-247,86.5,95
supercalifragilisticexpealidigital:2-248,86.5,94
supercalifragilisticexpealidigital:2-249,86.5,93
supercalifragilisticexpealidigital:2-250,86.5,92
